Fullpath,Target Int,Target Str
C:\Users\Landon\Documents\audioWAV1\Tuba.F3.R.wav,28,TUBA
C:\Users\Landon\Documents\audioWAV1\Flute.vib.Bb6.L.wav,16,FLUTE
C:\Users\Landon\Documents\audioWAV1\Crotale.E7.L.wav,13,CROTALE
C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.Bb4.R.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\Crotale.Db7.L.wav,13,CROTALE
C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.Db6.L.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\BassClarinet.Eb2.L.wav,4,BASSCLARINET
C:\Users\Landon\Documents\audioWAV1\AltoFlute.vib.F6.L.wav,0,ALTOFLUTE
C:\Users\Landon\Documents\audioWAV1\TenorTrombone.Gb2.R.wav,25,TENORTROMBONE
C:\Users\Landon\Documents\audioWAV1\Horn.Db4.R.wav,19,HORN
C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulE.E1.L.wav,3,BASS
C:\Users\Landon\Documents\audioWAV1\BassFlute.B3.R.wav,5,BASSFLUTE
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulG.Bb3.R.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Vibraphone.dampen.Eb4.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.D4.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\EbClarinet.G6.L.wav,14,EBCLARINET
C:\Users\Landon\Documents\audioWAV1\AltoSax.NoVib.G4.L.wav,1,ALTOSAX
C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.Eb3.L.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\BbClarinet.E5.L.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV1\Bassoon.B1.L.wav,6,BASSOON
C:\Users\Landon\Documents\audioWAV1\Xylophone.rosewood.Ab4.R.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\Marimba.rubber.G4.L.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulD.Bb4.L.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulD.G3.L.wav,3,BASS
C:\Users\Landon\Documents\audioWAV1\Xylophone.hardrubber.Bb7.L.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.D4.L.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulE.G6.L.wav,31,VIOLIN
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulA.Bb3.L.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Vibraphone.bow.D6.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulG.Bb4.R.wav,31,VIOLIN
C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulA.G6.L.wav,30,VIOLA
C:\Users\Landon\Documents\audioWAV1\Oboe.Db5.R.wav,22,OBOE
C:\Users\Landon\Documents\audioWAV1\BassFlute.C4.R.wav,5,BASSFLUTE
C:\Users\Landon\Documents\audioWAV1\Vibraphone.bow.D5.L.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\Vibraphone.shortsustain.F5.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulA.Eb5.L.wav,31,VIOLIN
C:\Users\Landon\Documents\audioWAV1\EbClarinet.F6.L.wav,14,EBCLARINET
C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulD.D5.R.wav,30,VIOLA
C:\Users\Landon\Documents\audioWAV1\Vibraphone.shortsustain.G5.L.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\Trumpet.vib.F5.R.wav,27,TRUMPET
C:\Users\Landon\Documents\audioWAV1\Xylophone.rosewood.G4.R.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulD.Eb3.R.wav,3,BASS
C:\Users\Landon\Documents\audioWAV1\BbClarinet.B3.R.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV1\Trumpet.novib.E5.R.wav,27,TRUMPET
C:\Users\Landon\Documents\audioWAV1\Bassoon.Ab4.R.wav,6,BASSOON
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulA.Gb5.R.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Xylophone.rosewood.D7.R.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\Vibraphone.bow.Eb5.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\AltoFlute.vib.F6.R.wav,0,ALTOFLUTE
C:\Users\Landon\Documents\audioWAV1\BassClarinet.A4.R.wav,4,BASSCLARINET
C:\Users\Landon\Documents\audioWAV1\Vibraphone.bow.B5.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\AltoFlute.vib.Db6.L.wav,0,ALTOFLUTE
C:\Users\Landon\Documents\audioWAV1\Bassoon.Db5.L.wav,6,BASSOON
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulC.B2.R.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Tuba.G2.L.wav,28,TUBA
C:\Users\Landon\Documents\audioWAV1\Crotale.A6.L.wav,13,CROTALE
C:\Users\Landon\Documents\audioWAV1\Marimba.cord.Bb6.L.wav,21,MARIMBA
