,TDE,ZXR,COM,Mean,Med,Mode,Var,ACC1,ACC2,ACC3,ACC4,Class
0,0.2542607088435905,-6789.0,291788.6154649877,-8.519532311569493e-05,-0.0005147563486616335,-0.00017158544955387783,0.06464850080340181,0.9945330093284235,0.9788275903932828,0.9545678472608509,0.9237000662209434,21
1,0.3409253332696338,7027.0,72810.44317659801,-5.0137928634250725e-05,0.0002044362669937647,-0.00010221813349688235,0.11623008035119908,0.9996928322829302,0.9987757327953259,0.9972603738072542,0.9951649698272895,2
2,0.03452342879626307,117.0,287530.525794858,-3.856085732646671e-05,0.0,0.0,0.0011918656489109264,0.6190851862393467,0.04409968433246674,0.05244745633284401,0.5519118268165994,8
3,0.2857984403785082,746.0,63682.10711871891,-8.170631166173852e-05,0.0,0.0,0.08168074184686622,0.9961861920929932,0.9853310114819162,0.9684195254859246,0.946212888898428,1
4,0.28131690022462114,-1005.0,29264.047010634644,-4.020753451876743e-05,0.0,0.0,0.0791391967353436,0.9025770009388228,0.6500928853175006,0.32695073985642853,0.027357314676855645,23
5,0.47418218250214345,2734.0,50643.357530609705,-9.23519837427136e-05,-0.0001869508319312021,0.0,0.22484873367360725,0.9955491017416527,0.9828173038461043,0.9622613576094677,0.9344622116426414,11
6,0.46960565227279094,-7425.0,53052.37863215551,-8.533079290359434e-05,-0.0003414134516899966,0.0,0.22052946136520904,0.990717611630925,0.9659264770287359,0.9272410033858843,0.876717449224172,11
7,0.5226404370761135,3777.0,52678.9413144645,-4.218532981356467e-05,8.47673137238281e-05,0.0,0.2731530246875089,0.9894130971283354,0.961312744017048,0.9200337850907679,0.8676508472111248,22
8,0.07157717300047589,37.0,14530.502072433248,-4.773675524961099e-05,0.0,-9.632983334938831e-05,0.005123289415942254,0.9885163204173768,0.9548043827181497,0.9000642823451539,0.8260896761668456,14
9,0.22822693332420776,417.0,265995.2555102382,-7.340321160666401e-05,0.0,-0.00014753614635585718,0.052087527706540786,0.9862434238407605,0.9466735239049525,0.8859381428603915,0.8105090949467446,21
10,0.34925093154309644,1170.0,64973.93485342065,-2.1154402050500125e-05,-4.2475470415834855e-05,8.495094083166971e-05,0.12197621273621186,0.9967239964943124,0.9869651681981128,0.970915181359443,0.9488631889430627,21
11,0.06319253711286316,-34.0,16093.215254030258,-1.6740644004601202e-05,-3.297935492381769e-05,-6.595870984763538e-05,0.003993296466511426,0.9181041374344152,0.7088644101359993,0.456897755738798,0.24625437319982713,24
12,0.04605672002935489,225.0,170727.6192896982,-2.6038714456083546e-05,0.0,0.0,0.0021212207818477303,0.8408346323054411,0.46657626611751474,0.07350614094639149,-0.21081179421120513,8
13,0.22141232629242763,-632.0,62196.15825106263,-3.6639218783300016e-05,-7.367567965814484e-05,0.0,0.04902341689179209,0.99927980572043,0.9971442640036117,0.9936635764102226,0.9889453407937471,14
14,0.19026745181279334,858.0,50246.30538993801,-0.00011086827049008746,0.0,0.0,0.03620169092756022,0.9380539786690771,0.7642152426740657,0.5100743909008137,0.2174169341837793,23
15,0.10324236031348824,205.0,21086.617480352397,-2.696059318092296e-05,-5.4027770273920795e-05,-5.4027770273920795e-05,0.010658984236226549,0.9956611844379326,0.9838725667650389,0.9662847869674944,0.943808423501812,21
16,0.040637250108739635,45.0,18681.60637678097,-1.834806029575503e-05,0.0,0.0002567299933983716,0.0016513857597489428,0.8684568255630892,0.5259378810508748,0.0967229743049166,-0.28493480411112987,24
17,0.28284487871905156,3871.0,77551.92353459686,-7.976070885787914e-05,-0.014889529298751201,-0.0001601024655779699,0.08000121905582425,0.9909139118277975,0.965196750311433,0.9263126122780287,0.8784145264046864,17
18,0.3543919127138092,16636.0,52195.35965403402,-8.71345618414409e-05,-0.0012354394634662902,0.0,0.12559362020452022,0.9934635099963482,0.9750487347586024,0.9472512484552706,0.9121660941387322,13
19,0.05725696288757649,7.0,32590.130572527687,-2.7052398756915848e-05,0.0,-5.565449688334817e-05,0.003278359067277031,0.9844173725748405,0.941537725357558,0.8784208440576051,0.8029953124673959,24
20,0.10135044547772895,-242.0,39575.52427764362,-3.16834242024916e-05,0.0,-6.397952655150352e-05,0.010271911794694721,0.9885712282236806,0.9550434995030925,0.9014420464806401,0.8307312271646407,21
21,0.16103896312787752,-1293.0,79496.53994198529,-2.616554864616878e-05,-0.00010500341261090986,0.0,0.025933546960665983,0.9421466652079824,0.7996029733514362,0.6085215006854618,0.39603878106281515,22
22,0.069796938808931,8549.0,57050.401779315944,-8.364057437843291e-05,0.0,-0.0001669449081803005,0.004871605671351972,0.9690764276195031,0.886050876031153,0.7714735378662344,0.6436898192034288,6
23,0.1954113132006158,-833.0,106374.24550697212,-3.7677497921432945e-05,-7.734550235903782e-05,0.0,0.038185579907195316,0.9981719304462313,0.9927931619464707,0.9840845419590993,0.9723474730330791,9
24,0.26800194655934784,8637.0,59771.25890657224,-1.993569150422658e-05,0.0006280174274836127,0.0,0.07182504296216764,0.9973634816627092,0.9896440863003343,0.9773447287895245,0.9611887591363647,21
25,0.31563522458348137,1528.0,76106.37378386217,-2.6122900907118104e-05,-5.207248489897938e-05,-5.207248489897938e-05,0.09962559431545884,0.993528413182336,0.9751182951604207,0.9472841053911576,0.9133567294533972,22
26,0.26644669374170293,-408.0,58541.617953012326,-1.9150965654134954e-05,3.852673755586377e-05,3.852673755586377e-05,0.07099384023912532,0.9982085366665826,0.9929954622377646,0.984805317305311,0.9742956570721857,21
27,0.32467930532426575,-12126.0,67213.09429144084,-8.13188640720424e-05,-0.0003252561392096276,-0.0001626280696048138,0.10541664469309008,0.9939101976964426,0.9760939662189554,0.9475299991114474,0.9094067227463976,1
28,0.15720190476878673,-5.0,15494.816155638076,-3.658131563758549e-05,-7.002801120448179e-05,-7.002801120448179e-05,0.024712437524742042,0.9797740256475588,0.9199411082136321,0.8229502529240165,0.6927375054662895,14
29,0.4069377663516924,1151.0,50426.28077538713,-7.337077470540425e-05,-0.0002886419396738346,0.0,0.1655983403000339,0.986363251003156,0.9485813444982555,0.8910021494170401,0.8200982888747327,3
30,0.3468980097295628,10133.0,84173.19974565116,-2.9387161668682197e-05,-5.806526535826269e-05,0.0,0.12033822829072653,0.9950711376335085,0.9806247003764379,0.9575708547585238,0.9272801812230953,22
31,0.10623402891508792,75.0,71794.62461190343,-3.848002428976311e-05,0.0,0.0,0.01128566741881948,0.9974814857262392,0.990011040563213,0.9778362916201417,0.9613578413022266,14
32,0.17459468519445018,2171.0,160395.13629551395,-3.326559185807361e-05,0.0,-6.593696426216537e-05,0.030483302991549548,0.9989776238007326,0.9959625836416628,0.9910670898141308,0.9844487375044257,9
33,0.24343770630075554,54.0,33259.72594515154,-7.973416327274731e-05,0.0,0.0,0.05926191049143615,0.9987054310167893,0.9949079752346437,0.9888426084526538,0.9808577320539642,14
34,0.25854597978636024,1362.0,60324.63998203859,-1.982820626884079e-05,-0.0002703120172999691,-3.861600247142416e-05,0.06684602327053124,0.9972947255451645,0.9894254456973645,0.9770688962616744,0.9612591480079923,21
35,0.3060127935643377,3913.0,93288.92027653857,-2.0635227025511036e-05,-8.904719501335708e-05,0.0,0.09364382939923732,0.9996150490469684,0.998468126333427,0.9965745773960821,0.9939565928591084,2
36,0.1805700602228145,-8594.0,80802.23730524075,-3.7520616030906143e-05,0.0,0.0,0.03260554524107415,0.9918046490259648,0.9682958088695396,0.9317929807256086,0.8848656275248523,9
37,0.04676150798306462,1444.0,25099.94220854175,-6.995481481508398e-05,-0.00013941168269901018,0.0,0.0021866337351741007,0.9787533433653732,0.9179186659527139,0.822774325507632,0.6992613185704019,21
38,0.493348910431655,-369.0,54614.4791754543,-9.520708498695252e-05,0.00038211692777990065,0.0,0.24339313835971216,0.9792704672442504,0.9192206539833794,0.8236051371462195,0.6966256122284714,12
39,0.45807535392978455,4282.0,79978.21336452194,-8.515005349638443e-05,-0.00017021276595744682,-0.00017021276595744682,0.20983302262736575,0.9925681075914976,0.9715971617095642,0.9396923177706377,0.899760983459388,17
40,0.0891423918177457,19.0,15135.4269907133,-8.106471722653269e-05,0.0,-0.00016233766233766234,0.007946359447500117,0.9746847488943534,0.9002059078526649,0.780573735625501,0.622046750413128,14
41,0.2368586503189916,-11086.0,86814.41447780204,-8.48207385268259e-05,-0.00017032873445750298,-0.00017032873445750298,0.05610201303637674,0.9940521457520491,0.9769830285837293,0.950341667880919,0.915817108114726,1
42,0.09822484383137212,6784.0,50755.944951942154,-8.49785423949031e-05,0.0,-0.00017123287671232877,0.009648112724344774,0.9833485761797879,0.9356053924193368,0.8624853674905553,0.7712865291711274,18
43,0.3027464354697652,-4644.0,78746.32505209446,-4.6089130382163025e-05,-0.0004768262445164982,0.0,0.09165540206544073,0.9997023030166642,0.9988151165424973,0.9973488734762382,0.9953182911344193,2
44,0.48897375830917145,1011.0,58227.52852161676,-8.273942391972241e-05,-0.000165809981760902,-0.000165809981760902,0.2390953294691844,0.9940800919019344,0.9767305176003801,0.948447578634833,0.9098952121946419,7
45,0.6069588632769866,2675.0,47412.241830632054,-0.00013707728138383538,0.03502277904328018,-0.0002847380410022779,0.3683990429203108,0.9926807504738128,0.9708939919814894,0.9351071336014739,0.8860517767110706,5
46,0.40505342981645387,-7646.0,46815.75803180009,-9.028678860237243e-05,0.000366905155017428,0.0,0.16406827285436867,0.8499989472188151,0.4789614002425576,0.025754168420369653,-0.3669211968559243,11
47,0.033211158968560264,-185.0,307709.1368970572,-2.78707074373812e-05,-5.631581911358901e-05,0.0,0.0011029803032586306,0.6180278003191582,0.28434616090648346,0.537200869981811,0.5753541455810132,8
48,0.25427064290821566,5589.0,291369.9791364967,-7.409594027717824e-05,-0.00014885382554331647,0.0,0.06465355435474916,0.9966868294919258,0.9869136699488652,0.9710887795201235,0.9497015160902978,21
49,0.05999798726279657,-62.0,65398.21082973974,-2.7572878055759184e-05,-5.50812448361333e-05,-5.50812448361333e-05,0.003599757715323087,0.5539536444801706,-0.2560548077632586,-0.61305654343657,-0.3586846005583404,16
50,0.3269205261638687,5968.0,82101.86444903402,-8.787840907528828e-05,-0.001059322033898305,-0.00017655367231638418,0.10687702270464607,0.991383316564557,0.9666104623346138,0.9283113076331688,0.8796798883266489,17
51,0.39927092674468717,-2590.0,48109.645175992904,-8.835171559944241e-05,0.0,0.0,0.1594172651375356,0.9907086756510848,0.9644374884709447,0.9229095372247316,0.8684411145153984,11
52,0.13265634749369215,-64.0,23196.64692805184,-3.378816676286535e-05,0.0,-6.639224538573895e-05,0.017597705388726997,0.991864164127728,0.9688926546781329,0.9345251135900832,0.8931842463102504,21
53,0.23804710682815788,-5046.0,60895.5617236924,-9.592866433008838e-05,0.0013544891640866873,-0.0001934984520123839,0.05666641586694782,0.994540653835264,0.978549760745314,0.9526300853217303,0.9172124218609223,0
