Fullpath,Target Int,Target Str
C:\Users\Landon\Documents\audioWAV1\Crotale.G7.L.wav,13,CROTALE
C:\Users\Landon\Documents\audioWAV1\hihat.shoulder.R.wav,18,HIHAT
C:\Users\Landon\Documents\audioWAV1\Flute.nonvib.E5.L.wav,16,FLUTE
C:\Users\Landon\Documents\audioWAV1\TenorTrombone.G3.R.wav,25,TENORTROMBONE
C:\Users\Landon\Documents\audioWAV1\Marimba.cord.Db2.R.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\AltoFlute.vib.Ab4.L.wav,0,ALTOFLUTE
C:\Users\Landon\Documents\audioWAV1\BbClarinet.Bb4.R.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV1\SopSax.nonvib.G5.R.wav,24,SOPSAX
C:\Users\Landon\Documents\audioWAV1\Vibraphone.dampen.C3.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\AltoFlute.vib.Gb6.R.wav,0,ALTOFLUTE
C:\Users\Landon\Documents\audioWAV1\Xylophone.rosewood.Db7.L.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\Xylophone.rosewood.Gb4.L.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\Vibraphone.shortsustain.G4.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\Flute.nonvib.G6.R.wav,16,FLUTE
C:\Users\Landon\Documents\audioWAV1\Marimba.rubber.Bb5.R.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\Flute.nonvib.D5.L.wav,16,FLUTE
C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulD.Eb5.L.wav,30,VIOLA
C:\Users\Landon\Documents\audioWAV1\SopSax.nonvib.Eb4.R.wav,24,SOPSAX
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulC.F2.R.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulC.Db1.R.wav,3,BASS
C:\Users\Landon\Documents\audioWAV1\BassClarinet.C4.L.wav,4,BASSCLARINET
C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulD.C3.L.wav,3,BASS
C:\Users\Landon\Documents\audioWAV1\Xylophone.hardrubber.Bb6.L.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\AltoFlute.vib.Bb3.R.wav,0,ALTOFLUTE
C:\Users\Landon\Documents\audioWAV1\Marimba.rubber.F6.R.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\Marimba.cord.C4.R.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\AltoSax.NoVib.B3.R.wav,1,ALTOSAX
C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulC.Db1.L.wav,3,BASS
C:\Users\Landon\Documents\audioWAV1\Xylophone.rosewood.Db5.L.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulD.G3.L.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Flute.nonvib.Eb6.L.wav,16,FLUTE
C:\Users\Landon\Documents\audioWAV1\BassFlute.E3.R.wav,5,BASSFLUTE
C:\Users\Landon\Documents\audioWAV1\Marimba.cord.Gb5.L.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulD.B3.R.wav,3,BASS
C:\Users\Landon\Documents\audioWAV1\SopSax.nonvib.Bb4.L.wav,24,SOPSAX
C:\Users\Landon\Documents\audioWAV1\Flute.nonvib.D4.L.wav,16,FLUTE
C:\Users\Landon\Documents\audioWAV1\BassClarinet.F5.R.wav,4,BASSCLARINET
C:\Users\Landon\Documents\audioWAV1\bells.brass.D6.L.wav,9,BELLS
C:\Users\Landon\Documents\audioWAV1\Marimba.cord.Eb4.R.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\bells.brass.G7.L.wav,9,BELLS
C:\Users\Landon\Documents\audioWAV1\SopSax.vib.G5.L.wav,24,SOPSAX
C:\Users\Landon\Documents\audioWAV1\BassClarinet.Bb2.R.wav,4,BASSCLARINET
C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.F5.R.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.A6.L.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\Vibraphone.shortsustain.B3.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.B2.L.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\Trumpet.novib.C6.R.wav,27,TRUMPET
C:\Users\Landon\Documents\audioWAV1\TenorTrombone.Gb3.R.wav,25,TENORTROMBONE
C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulA.A4.R.wav,31,VIOLIN
C:\Users\Landon\Documents\audioWAV1\EbClarinet.G6.L.wav,14,EBCLARINET
C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulE.D2.L.wav,3,BASS
C:\Users\Landon\Documents\audioWAV1\BbClarinet.E4.R.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulG.B3.L.wav,31,VIOLIN
C:\Users\Landon\Documents\audioWAV1\EbClarinet.Eb6.R.wav,14,EBCLARINET
C:\Users\Landon\Documents\audioWAV1\Xylophone.rosewood.G6.R.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulC.A2.L.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\BassFlute.D4.L.wav,5,BASSFLUTE
C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.D6.L.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\Vibraphone.dampen.F4.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\AltoSax.NoVib.D3.L.wav,1,ALTOSAX
C:\Users\Landon\Documents\audioWAV1\bells.brass.F6.L.wav,9,BELLS
C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.E3.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\Vibraphone.dampen.F6.L.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\SopSax.vib.B4.L.wav,24,SOPSAX
C:\Users\Landon\Documents\audioWAV1\Marimba.rubber.C2.L.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\EbClarinet.E5.L.wav,14,EBCLARINET
C:\Users\Landon\Documents\audioWAV1\bells.plastic.Ab5.L.wav,9,BELLS
C:\Users\Landon\Documents\audioWAV1\bells.plastic.G5.R.wav,9,BELLS
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulD.Gb4.L.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulG.F3.R.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulD.D5.L.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\BassFlute.Gb4.L.wav,5,BASSFLUTE
C:\Users\Landon\Documents\audioWAV1\BassFlute.C3.R.wav,5,BASSFLUTE
C:\Users\Landon\Documents\audioWAV1\Vibraphone.shortsustain.E4.L.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulD.G4.R.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Xylophone.hardrubber.E7.L.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\Trumpet.novib.Eb4.L.wav,27,TRUMPET
C:\Users\Landon\Documents\audioWAV1\BassTrombone.D1.L.wav,7,BASSTROMBONE
C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulE.G2.L.wav,3,BASS
C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulD.Bb5.L.wav,30,VIOLA
C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.C6.R.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.D5.R.wav,29,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV1\TenorTrombone.F2.R.wav,25,TENORTROMBONE
C:\Users\Landon\Documents\audioWAV1\Xylophone.rosewood.Db5.R.wav,32,XYLOPHONE
C:\Users\Landon\Documents\audioWAV1\Horn.B4.L.wav,19,HORN
C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.C7.R.wav,21,MARIMBA
C:\Users\Landon\Documents\audioWAV1\BassTrombone.Gb1.R.wav,7,BASSTROMBONE
C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulD.B5.R.wav,31,VIOLIN
