Loss Score,Accuracy,Precision,Recall
3.6265132427215576,0.0,0.0,0.0
3.1106059551239014,0.0,0.5333333611488342,0.03125
3.3517730236053467,0.0,0.23529411852359772,0.015625
2.8804209232330322,0.0,0.6000000238418579,0.01171875
2.801990270614624,0.0,0.46875,0.05859375
2.400939702987671,0.0,0.761904776096344,0.0625
2.684333086013794,0.0,0.5,0.046875
2.291450262069702,0.0,0.7407407164573669,0.078125
2.5933914184570312,0.0,0.5135135054588318,0.07421875
2.2303781509399414,0.0,0.8275862336158752,0.09375
2.543637990951538,0.0,0.5882353186607361,0.078125
2.168121814727783,0.0,0.8709677457809448,0.10546875
2.2851667404174805,0.0,0.5400000214576721,0.10546875
1.8895268440246582,0.0,1.0,0.125
2.5305984020233154,0.0,0.4761904776096344,0.1171875
2.1259207725524902,0.0,0.84375,0.10546875
2.173103094100952,0.0,0.6511628031730652,0.109375
1.8460522890090942,0.0,0.8048780560493469,0.12890625
2.0581328868865967,0.0,0.5932203531265259,0.13671875
1.7259056568145752,0.0,0.7727272510528564,0.19921875
2.0866286754608154,0.0,0.6470588445663452,0.171875
1.8105556964874268,0.0,0.7592592835426331,0.16015625
1.9893262386322021,0.0,0.7017543911933899,0.15625
1.6835418939590454,0.0,0.8363636136054993,0.1796875
1.8638635873794556,0.0,0.7121211886405945,0.18359375
1.5334018468856812,0.0,0.8169013857841492,0.2265625
1.7782177925109863,0.0,0.7126436829566956,0.2421875
1.4529228210449219,0.0,0.8690476417541504,0.28515625
1.764917016029358,0.0,0.6391752362251282,0.2421875
1.3664517402648926,0.0,0.855555534362793,0.30078125
1.9047670364379883,0.0,0.6407766938209534,0.2578125
1.5950934886932373,0.0,0.8461538553237915,0.2578125
1.851433515548706,0.0,0.6585366129875183,0.2109375
1.5164153575897217,0.0,0.8414633870124817,0.26953125
1.6581790447235107,0.0,0.7127659320831299,0.26171875
1.3746861219406128,0.0,0.8571428656578064,0.328125
1.727189302444458,0.0,0.6494845151901245,0.24609375
1.312842845916748,0.0,0.8817204236984253,0.3203125
1.7820254564285278,0.0,0.7045454382896423,0.2421875
1.3428211212158203,0.0,0.8681318759918213,0.30859375
1.5875301361083984,0.0,0.6960784196853638,0.27734375
1.2291522026062012,0.0,0.8918918967247009,0.38671875
1.58423912525177,0.00010279605339746922,0.6499999761581421,0.3046875
1.2405741214752197,0.0,0.848739504814148,0.39453125
1.52222740650177,0.0,0.7232142686843872,0.31640625
1.2120369672775269,0.0,0.8918918967247009,0.38671875
1.475242257118225,0.0,0.71875,0.359375
1.1361589431762695,0.00020559210679493845,0.8809523582458496,0.43359375
1.3945201635360718,0.0,0.7567567825317383,0.328125
1.0599637031555176,0.0,0.8992248177528381,0.453125
1.6477832794189453,0.0,0.6504064798355103,0.3125
1.2386865615844727,0.0,0.8198198080062866,0.35546875
1.4477297067642212,0.0,0.7251908183097839,0.37109375
1.1405439376831055,0.0,0.8413792848587036,0.4765625
1.4230984449386597,0.0,0.7460317611694336,0.3671875
1.0618176460266113,0.0,0.8602941036224365,0.45703125
1.330431342124939,0.0,0.7835820913314819,0.41015625
1.0263501405715942,0.00020559210679493845,0.8510638475418091,0.46875
1.400771141052246,0.0007195723592303693,0.6938775777816772,0.3984375
1.0415977239608765,0.0,0.8500000238418579,0.46484375
1.4365097284317017,0.0,0.7226277589797974,0.38671875
1.1191364526748657,0.0,0.8214285969734192,0.44921875
1.4408260583877563,0.0,0.6899224519729614,0.34765625
1.041473627090454,0.0,0.8399999737739563,0.41015625
1.1310909986495972,0.0,0.7916666865348816,0.4453125
0.787423849105835,0.0,0.9254658222198486,0.58203125
1.3612382411956787,0.0,0.7483870983123779,0.453125
1.0503361225128174,0.0,0.850649356842041,0.51171875
1.566994071006775,0.0,0.6776315569877625,0.40234375
1.1145914793014526,0.0,0.8581560254096985,0.47265625
1.24041748046875,0.0,0.7517730593681335,0.4140625
0.9280018210411072,0.0,0.9109588861465454,0.51953125
1.143114686012268,0.0,0.7852349281311035,0.45703125
0.8647277355194092,0.0,0.8720930218696594,0.5859375
1.1271744966506958,0.0,0.7828947305679321,0.46484375
0.8305454850196838,0.00010279605339746922,0.8430232405662537,0.56640625
