Loss Score,Accuracy,Precision,Recall
3.594961643218994,0.0,0.0,0.0
3.3705270290374756,0.0,0.3333333432674408,0.00390625
3.4356822967529297,0.0,0.25,0.00390625
3.0578629970550537,0.0,0.1666666716337204,0.00390625
3.1156764030456543,0.0,0.25,0.00390625
2.771634578704834,0.0,1.0,0.01171875
2.9876508712768555,0.0,0.23999999463558197,0.0234375
2.7167346477508545,0.0,0.3333333432674408,0.0078125
2.835787534713745,0.0,0.4000000059604645,0.03125
2.520752191543579,0.0,0.625,0.01953125
2.75661563873291,0.0,0.54347825050354,0.09765625
2.338975191116333,0.0,0.9032257795333862,0.109375
2.961392402648926,0.0,0.26923078298568726,0.02734375
2.580646514892578,0.0,0.5,0.01953125
2.666128396987915,0.0,0.4285714328289032,0.03515625
2.268489360809326,0.0,0.5945945978164673,0.0859375
2.5339255332946777,0.0,0.5531914830207825,0.1015625
2.182091236114502,0.0,0.8500000238418579,0.06640625
2.4877054691314697,0.0,0.5952380895614624,0.09765625
2.137838363647461,0.0,0.8039215803146362,0.16015625
2.157188653945923,0.0,0.7096773982048035,0.171875
1.783066987991333,0.0,0.8840579986572266,0.23828125
2.1958425045013428,0.00010557432688074186,0.5977011322975159,0.203125
1.8926912546157837,0.0,0.7017543911933899,0.15625
2.1453795433044434,0.0,0.5277777910232544,0.1484375
1.7776286602020264,0.0,0.7887324094772339,0.21875
1.8195372819900513,0.0,0.75,0.2578125
1.4453201293945312,0.0,0.7857142686843872,0.34375
1.8761179447174072,0.00010557432688074186,0.640350878238678,0.28515625
1.4818531274795532,0.00010557432688074186,0.8478260636329651,0.3046875
2.017075300216675,0.0,0.6173912882804871,0.27734375
1.6514500379562378,0.0,0.7662337422370911,0.23046875
1.9065485000610352,0.0,0.7075471878051758,0.29296875
1.5310871601104736,0.0,0.8039215803146362,0.3203125
1.7472598552703857,0.0,0.7142857313156128,0.3125
1.3840587139129639,0.0,0.7804877758026123,0.375
1.5494602918624878,0.0,0.7440000176429749,0.36328125
1.1989314556121826,0.0,0.8255033493041992,0.48046875
1.854417324066162,0.0,0.6315789222717285,0.328125
1.4243768453598022,0.0,0.8829787373542786,0.32421875
1.8249415159225464,0.0,0.688524603843689,0.328125
1.2850538492202759,0.0,0.8278688788414001,0.39453125
1.6634608507156372,0.0,0.6758620738983154,0.3828125
1.3033387660980225,0.0,0.8396946787834167,0.4296875
1.7729976177215576,0.0,0.765625,0.3828125
1.357187032699585,0.0,0.8656716346740723,0.453125
1.564134955406189,0.0,0.71074378490448,0.3359375
1.243638515472412,0.0,0.8333333134651184,0.44921875
1.6779437065124512,0.0005278715980239213,0.7067669034004211,0.3671875
1.2926452159881592,0.00042229730752296746,0.8148148059844971,0.4296875
1.506361961364746,0.0,0.7142857313156128,0.37109375
1.1504676342010498,0.0,0.8301886916160583,0.515625
1.5633333921432495,0.0,0.7175572514533997,0.3671875
1.1292675733566284,0.0,0.8399999737739563,0.4921875
1.2753453254699707,0.0,0.7530864477157593,0.4765625
0.9060432314872742,0.0,0.8700565099716187,0.6015625
1.178335428237915,0.00042229730752296746,0.7384615540504456,0.5625
0.8288445472717285,0.0,0.8839778900146484,0.625
1.2684499025344849,0.0,0.7602339386940002,0.5078125
0.921008825302124,0.0,0.8895705342292786,0.56640625
1.4515979290008545,0.0,0.7022472023963928,0.48828125
1.0016719102859497,0.0,0.8896104097366333,0.53515625
1.2191730737686157,0.00010557432688074186,0.7640449404716492,0.53125
0.8347616195678711,0.0,0.8439306616783142,0.5703125
1.2010068893432617,0.0,0.7383720874786377,0.49609375
0.8485736846923828,0.00042229730752296746,0.8324324488639832,0.6015625
1.1613184213638306,0.00010557432688074186,0.7277777791023254,0.51171875
0.7291779518127441,0.00010557432688074186,0.8882978558540344,0.65234375
1.3099064826965332,0.00021114865376148373,0.7043010592460632,0.51171875
0.914730429649353,0.0,0.841176450252533,0.55859375
1.3040529489517212,0.0,0.7727272510528564,0.53125
0.9144772291183472,0.0,0.85326087474823,0.61328125
1.1811774969100952,0.0,0.7650273442268372,0.546875
0.9013375639915466,0.00031672295881435275,0.8806818127632141,0.60546875
1.3087444305419922,0.0,0.7164948582649231,0.54296875
0.9724421501159668,0.0,0.8639053106307983,0.5703125
1.3319618701934814,0.0,0.7862069010734558,0.4453125
0.9826779365539551,0.0,0.8709677457809448,0.52734375
1.356329083442688,0.0005278715980239213,0.7486631274223328,0.546875
0.9414834380149841,0.00010557432688074186,0.8888888955116272,0.59375
1.2574084997177124,0.0,0.7580645084381104,0.55078125
0.8540096282958984,0.0,0.9171597361564636,0.60546875
1.3522276878356934,0.00042229730752296746,0.7670454382896423,0.52734375
0.8768173456192017,0.00042229730752296746,0.898876428604126,0.625
1.249392032623291,0.00021114865376148373,0.773809552192688,0.5078125
0.839945375919342,0.0,0.8922155499458313,0.58203125
