Filepath,Int Label,Str Label,Int Prediction,Str Prediction,Confidence
C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.E5.15.mezzoforte.normal.wav,4,BASSCLARINET,4,BASSCLARINET,0.9513141
C:\Users\Landon\Documents\audioWAV2\TUBA.B1.1.mezzoforte.normal.wav,31,TUBA,31,TUBA,0.9987633
C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Fs5.05.mezzoforte.normal.wav,14,ENGLISHHORN,14,ENGLISHHORN,0.99998546
C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.C3.05.forte.arconormal.wav,3,BASS,3,BASS,0.67444015
C:\Users\Landon\Documents\audioWAV2\TRUMPET.G4.15.forte.normal.wav,30,TRUMPET,30,TRUMPET,0.900875
C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.A3.1.piano.normal.wav,14,ENGLISHHORN,14,ENGLISHHORN,0.99962115
C:\Users\Landon\Documents\audioWAV2\TUBA.F2.025.pianissimo.normal.wav,31,TUBA,31,TUBA,0.9616104
C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.E1.15.forte.arconormal.wav,3,BASS,3,BASS,0.9963766
C:\Users\Landon\Documents\audioWAV2\CELLO.Gs5.05.fortissimo.arconormal.wav,10,CELLO,10,CELLO,0.9994567
C:\Users\Landon\Documents\audioWAV2\FLUTE.Cs6.025.pianissimo.normal.wav,15,FLUTE,15,FLUTE,0.99503326
C:\Users\Landon\Documents\audioWAV1\Xylophone.hardrubber.Ab7.L.wav,36,XYLOPHONE,36,XYLOPHONE,0.9926575
C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.Eb2.R.wav,20,MARIMBA,20,MARIMBA,0.98460674
C:\Users\Landon\Documents\audioWAV2\TRUMPET.C6.025.forte.normal.wav,30,TRUMPET,30,TRUMPET,0.9979704
C:\Users\Landon\Documents\audioSyntheticWav\TriangleWave.pure.169.6266Hz.wav,28,TRIANGLEWAVE,28,TRIANGLEWAVE,0.9159118
C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.Eb5.R.wav,32,VIBRAPHONE,24,SINEWAVE,0.5117881
C:\Users\Landon\Documents\audioWAV1\Flute.nonvib.F5.R.wav,15,FLUTE,15,FLUTE,0.7314605
C:\Users\Landon\Documents\audioWAV2\TROMBONE.D4.025.mezzoforte.normal.wav,29,TROMBONE,29,TROMBONE,0.837005
C:\Users\Landon\Documents\audioWAV2\CLARINET.F6.05.fortissimo.normal.wav,8,BBCLARINET,8,BBCLARINET,0.9498881
C:\Users\Landon\Documents\audioWAV2\VIOLA.E5.phrase.mezzoforte.arcodetache.wav,33,VIOLA,33,VIOLA,0.88985634
C:\Users\Landon\Documents\audioWAV2\TROMBONE.E3.15.fortissimo.normal.wav,29,TROMBONE,29,TROMBONE,0.9973289
C:\Users\Landon\Documents\audioWAV2\CELLO.As5.15.pianissimo.arconormal.wav,10,CELLO,15,FLUTE,0.52106506
C:\Users\Landon\Documents\audioWAV1\Oboe.G5.R.wav,21,OBOE,21,OBOE,0.617436
C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.C1.1.piano.normal.wav,11,CONTRABASSOON,31,TUBA,0.97666264
C:\Users\Landon\Documents\audioWAV2\FLUTE.C6.025.forte.normal.wav,15,FLUTE,15,FLUTE,0.8926497
C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.A5.025.mezzoforte.normal.wav,14,ENGLISHHORN,14,ENGLISHHORN,0.9445365
C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.Db4.R.wav,32,VIBRAPHONE,32,VIBRAPHONE,0.9997938
C:\Users\Landon\Documents\audioWAV2\VIOLIN.B5.1.mezzoforte.naturalharmonic.wav,34,VIOLIN,21,OBOE,0.5833167
C:\Users\Landon\Documents\audioSyntheticWav\SquareWave.pure.75.5601Hz.wav,26,SQUAREWAVE,26,SQUAREWAVE,0.9844328
C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.B5.15.piano.normal.wav,14,ENGLISHHORN,21,OBOE,0.7216564
C:\Users\Landon\Documents\audioWAV1\Marimba.rubber.E2.R.wav,20,MARIMBA,20,MARIMBA,0.9997241
C:\Users\Landon\Documents\audioWAV2\GUITAR.A4.verylong.piano.harmonics.wav,16,GUITAR,16,GUITAR,0.93715966
C:\Users\Landon\Documents\audioWAV2\VIOLIN.A3.05.pianissimo.arconormal.wav,34,VIOLIN,34,VIOLIN,0.68126464
C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.D5.025.forte.normal.wav,14,ENGLISHHORN,14,ENGLISHHORN,0.98930186
C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulD.B5.L.wav,34,VIOLIN,34,VIOLIN,0.8821023
C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.As5.05.mezzoforte.normal.wav,4,BASSCLARINET,4,BASSCLARINET,0.68967056
C:\Users\Landon\Documents\audioWAV2\FLUTE.Cs4.025.forte.normal.wav,15,FLUTE,15,FLUTE,0.99818975
C:\Users\Landon\Documents\audioWAV1\BassClarinet.C5.R.wav,4,BASSCLARINET,4,BASSCLARINET,0.99387735
C:\Users\Landon\Documents\audioWAV2\BASSOON.D2.1.fortissimo.normal.wav,6,BASSOON,6,BASSOON,0.92749727
C:\Users\Landon\Documents\audioWAV1\EbClarinet.Ab4.R.wav,13,EBCLARINET,13,EBCLARINET,0.4829448
C:\Users\Landon\Documents\audioWAV2\VIOLA.Cs4.1.piano.pizznormal.wav,33,VIOLA,2,BANJO,0.6127189
C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.Bb3.R.wav,20,MARIMBA,20,MARIMBA,0.99110985
C:\Users\Landon\Documents\audioWAV2\CLARINET.D3.1.fortissimo.normal.wav,8,BBCLARINET,8,BBCLARINET,0.98395145
C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.A3.1.mezzoforte.normal.wav,14,ENGLISHHORN,14,ENGLISHHORN,0.99989283
C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Gs4.15.pianissimo.normal.wav,23,SAXOPHONE,23,SAXOPHONE,0.99920505
C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.A3.1.fortissimo.normal.wav,14,ENGLISHHORN,14,ENGLISHHORN,0.9993187
C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.As5.1.forte.normal.wav,4,BASSCLARINET,4,BASSCLARINET,0.6279787
C:\Users\Landon\Documents\audioWAV1\BassClarinet.A2.R.wav,4,BASSCLARINET,4,BASSCLARINET,0.92396706
C:\Users\Landon\Documents\audioWAV2\BASSOON.E4.1.piano.normal.wav,6,BASSOON,6,BASSOON,0.9586587
C:\Users\Landon\Documents\audioWAV2\CLARINET.Ds3.15.fortissimo.normal.wav,8,BBCLARINET,21,OBOE,0.5487822
C:\Users\Landon\Documents\audioNoiseWAV\WhiteNoise.141.wav,35,WHITENOISE,35,WHITENOISE,0.9999999
