,A Predicted,B Predicted,C Predicted,A Error,B Error,C Error,MSE,Train Time
0,-0.19093274452934245,0.5908544849077234,0.6298573589595197,-1.636442481764475,0.47713621226930847,0.25971471791903933,0.9144606530889083,0.0
1,0.6440258681431345,0.314977741743939,0.42205741065132485,1.1467528938104483,-0.21255564564015256,-0.1558851786973503,0.14366202342379178,0.0
2,-0.5099606116844072,0.3931564022161735,0.6223534145182896,-2.6998687056146906,-0.017108994459566346,0.24470682903657925,0.3260644842043914,0.015625
3,0.2560723343539623,0.3151606679442135,0.47963016813312054,-0.14642555215345893,-0.21209833013946633,-0.040739663733758924,0.0716685677777482,0.0
4,-0.04094691981858942,0.411632613930058,0.6341945719207117,-1.1364897327286314,0.029081534825144972,0.2683891438414234,0.15638298849741133,0.015625
5,0.16933698141371226,0.6405629314664447,0.5143200524173082,-0.4355433952876258,0.6014073286661117,0.02864010483461632,0.8976990535579114,0.0
6,-0.9012217544041412,0.5993364733043767,0.4637582699941736,-4.004072514680471,0.4983411832609416,-0.07248346001165284,0.7741088334180524,0.015625
7,-0.8842578274454259,0.5155669256329043,0.7607205416646778,-3.947526091484753,0.2889173140822607,0.5214410833293557,0.5578906206199361,0.0
8,0.21216248199291524,0.3535887604008166,0.5413302389142174,-0.2927917266902825,-0.11602809899795855,0.08266047782843478,0.03603488990352315,0.015625
9,0.3148647592028834,0.2982343086954728,0.4867010716448113,0.049549197342944794,-0.25441422826131804,-0.0265978567103774,0.26459586403890456,0.0
10,1.1508844933177218,0.4147272916983794,0.3879703790544017,2.836281644392406,0.036818229245948464,-0.22405924189119664,0.1263589201148175,0.015625
11,0.06729480725235826,0.5710526342999511,0.6410744291729966,-0.7756839758254724,0.42763158574987775,0.28214885834599324,0.4994911328022468,0.0
12,-0.3474391078478512,0.5637371862617159,0.5694531146845522,-2.1581303594928376,0.4093429656542896,0.13890622936910435,0.286083209505449,0.015625
13,-0.7551731803968298,0.45950495936947733,0.7159166014627668,-3.5172439346560997,0.14876239842369327,0.4318332029255336,0.5322742764671964,0.015625
14,-0.05521034052368456,0.567595491668319,0.6175122597711504,-1.1840344684122819,0.4189887291707975,0.23502451954230086,0.6596304192793521,0.0
15,0.2821101130756483,0.3783659473340344,0.3436303558874386,-0.05963295641450558,-0.05408513166491408,-0.31273928822512276,0.23104452294221978,0.0
16,-0.34116932018547924,0.3397574190236693,0.5503501268588682,-2.137231067284931,-0.15060645244082682,0.10070025371773639,0.048332787187383944,0.015625
17,-0.02582629522460211,0.5928519342143148,0.5422210225705498,-1.0860876507486736,0.482129835535787,0.08444204514109965,0.579640112881006,0.015625
18,-0.6470536230479075,0.44047583804653645,0.5519348439519891,-3.1568454101596917,0.10118959511634107,0.10386968790397821,0.04100864799784421,0.125
19,0.9672189822773526,0.27615308305664765,0.4200172127589619,2.2240632742578423,-0.3096172923583809,-0.15996557448207616,0.21597770017807616,0.015625
20,0.6446297877706783,0.24790770073122276,0.40690066364278155,1.1487659592355943,-0.38023074817194313,-0.1861986727144369,0.2921905479535542,0.0
21,-0.22447682097131877,0.4417912875311121,0.6361215259751134,-1.7482560699043959,0.10447821882778013,0.2722430519502268,0.20004398226696704,0.0
22,-0.8981975813398337,0.3461476322336797,0.6086469514972962,-3.993991937799446,-0.13463091941580074,0.2172939029945924,0.13257400605393474,0.015625
23,-0.17558862808291628,0.39075253708009855,0.4414035954446147,-1.5852954269430541,-0.02311865729975368,-0.11719280911077057,0.0424176830737653,0.015625
24,0.4856153910964847,0.48875770364050464,0.5006565323930069,0.6187179703216158,0.22189425910126154,0.0013130647860137845,0.23907682157274582,0.0
25,-0.6742833998713927,0.3897352339606235,0.5978499017251834,-3.2476113329046425,-0.025661915098441346,0.19569980345036675,0.09343132466641978,0.0
26,0.3942043540525874,0.37218936810333947,0.5689874340869395,0.31401451350862475,-0.06952657974165138,0.13797486817387905,0.04236823214540048,0.015625
27,0.1719593954459486,0.4056563109846184,0.5401462258267505,-0.4268020151801713,0.014140777461545961,0.08029245165350107,0.013278649301969756,0.0
28,0.7854911380848651,0.40773942577863015,0.6084257918939608,1.6183037936162172,0.019348564446575317,0.2168515837879217,0.11169817097077397,0.015625
29,0.670540884966718,0.24581838212969112,0.42499939202413506,1.2351362832223935,-0.3854540446757722,-0.15000121595172988,0.24002638979391627,0.015625
30,0.4017020567025867,0.35512664599250143,0.46227338136211843,0.339006855675289,-0.11218338501874647,-0.07545323727576314,0.09919973035605212,0.015625
31,-0.3447901445583301,0.46912680221118674,0.5217264683546278,-2.1493004818611006,0.1728170055279668,0.04345293670925554,0.05511746960924053,0.015625
32,-0.11136983590543172,0.49982751976633016,0.7271840844012409,-1.371232786351439,0.24956879941582535,0.4543681688024819,0.5255407271239888,0.0
33,1.3375478902560847,0.44290367154907906,0.3464336153689306,3.4584929675202822,0.10725917887269759,-0.30713276926213884,0.6254883562957927,0.015625
34,0.3232474805825115,0.42428904639220166,0.5314614753109325,0.0774916019417051,0.0607226159805041,0.06292295062186493,0.08702758284232882,0.0
35,-0.25967724056275626,0.4320856075771851,0.5152480271323544,-1.8655908018758542,0.08021401894296273,0.030496054264708805,0.009413529920042655,0.015625
36,0.8931265914116457,0.32977940706726006,0.3319854847392658,1.977088638038819,-0.17555148233184992,-0.3360290305214684,0.27829729697260785,0.015625
37,-0.07759815846575269,0.5382342536904726,0.6196643897754579,-1.2586605282191756,0.3455856342261815,0.2393287795509158,0.18609427993538807,0.0
38,-0.2624433004142101,0.40299885163475113,0.6639160882443587,-1.8748110013807004,0.007497129086877774,0.3278321764887173,0.6631534145578907,0.0
39,0.5752166645750693,0.3795460125756319,0.6547791547743048,0.9173888819168976,-0.05113496856092026,0.30955830954860963,0.19740513073810623,0.015625
40,-0.19468503494234135,0.44331560982917495,0.46260342908091784,-1.648950116474471,0.10828902457293732,-0.07479314183816432,0.03102673042352872,0.0
41,0.8957472637859079,0.38843183895486677,0.36367436663904457,1.9858242126196928,-0.02892040261283313,-0.27265126672191087,0.1646223300927451,0.015625
42,0.7584320808113517,0.515819720460326,0.4757018749298264,1.5281069360378392,0.2895493011508149,-0.048596250140347186,0.5708806715752254,0.0
43,0.7529133381255678,0.4233197651866794,0.37729676784997623,1.5097111270852261,0.058299412966698466,-0.24540646430004753,0.12147184795510396,0.0
44,0.7619022354549145,0.35874197930531665,0.44653651631813956,1.5396741181830484,-0.10314505173670843,-0.10692696736372087,0.031480834847380894,0.0625
45,0.6133556971732932,0.3426501462086925,0.3837162283152297,1.044518990577644,-0.14337463447826881,-0.23256754336954055,0.17362341255490496,0.0
46,-0.4159387882807601,0.33626763494890294,0.5305647101555178,-2.386462627602534,-0.1593309126277427,0.06112942031103552,0.05962563054547943,0.0
47,1.1061102789145891,0.3174720795517061,0.31033517199109484,2.6870342630486306,-0.20631980112073484,-0.3793296560178103,0.3585419320166212,0.015625
48,0.24754233156553426,0.39017382693343233,0.428167410525355,-0.17485889478155242,-0.024565432666419224,-0.14366517894928998,0.041590892114990966,0.0
49,0.7780430510001021,0.2844081639897901,0.3378414484027179,1.593476836667007,-0.28897959002552487,-0.3243171031945642,0.3730498602894042,0.0
50,0.9831259140396861,0.30114348269719,0.47685641705604925,2.277086380132287,-0.24714129325702508,-0.046287165887901494,0.1116259250554878,0.015625
51,0.37577196362476173,0.3588143032127562,0.44662978176595614,0.25257321208253913,-0.10296424196810955,-0.10674043646808773,0.03529688968769482,0.078125
52,1.1755978045962983,0.4148984706822962,0.32626990914133175,2.9186593486543275,0.0372461767057404,-0.3474601817173365,0.24841342844503675,0.0
53,-0.33592594551447286,0.47965749566289145,0.4858787751624033,-2.1197531517149093,0.19914373915722858,-0.028242449675193404,0.05918232786030365,0.0
54,-0.13240226225072194,0.4404577982854926,0.5519115795820899,-1.4413408741690732,0.10114449571373141,0.10382315916417983,0.03579426033197806,0.09375
55,-0.9203415115583801,0.451408493765715,0.6330400586164456,-4.067805038527934,0.12852123441428748,0.26608011723289127,0.1702405977212779,0.0
56,-0.40452242227587837,0.46391467143614556,0.4949940995697817,-2.348408074252928,0.15978667859036386,-0.010011800860436626,0.042909322358568085,0.015625
57,1.2540500314688945,0.36937875223904065,0.460275478410775,3.1801667715629818,-0.07655311940239842,-0.07944904317845003,0.031147537102087078,0.0
58,0.6157836517647278,0.388126663365132,0.47511945072183304,1.052612172549093,-0.02968334158717001,-0.04976109855633393,0.5522880402764389,0.0
59,-0.5482613456586181,0.5388235597200728,0.5991540234679867,-2.8275378188620603,0.3470588993001819,0.19830804693597348,0.2506509857518708,0.015625
60,0.6701071193671202,0.40458186774502347,0.3440706625389048,1.2336903978904008,0.011454669362558623,-0.31185867492219044,0.2156723944326344,0.0
61,-0.09148871601280902,0.4015633601352659,0.5897535241984283,-1.3049623867093634,0.003908400338164669,0.1795070483968566,0.07054486833115994,0.0
62,0.4734146870483276,0.4738949803474017,0.48060838327268224,0.5780489568277588,0.18473745086850415,-0.038783233454635524,0.04900619998575734,0.03125
63,-0.9771974092793396,0.4149263113760388,0.5723862868034454,-4.257324697597799,0.03731577844009695,0.14477257360689078,0.043468305365066,0.0
64,0.09764376441397807,0.5031359243336365,0.7057423038542837,-0.6745207852867398,0.25783981083409124,0.41148460770856743,0.7982960107214597,0.0
