,Epoch Num,Loss Score,Precision,Recall
0,0,3.4452929496765137,0.0,0.0
1,1,2.9561753273010254,0.7647058963775635,0.05078125
0,0,3.098872184753418,0.25,0.01171875
1,1,2.6277406215667725,0.6666666865348816,0.0546875
0,0,2.791569709777832,0.26923078298568726,0.02734375
1,1,2.4504685401916504,0.6818181872367859,0.05859375
0,0,2.747990846633911,0.5428571701049805,0.07421875
1,1,2.3681392669677734,0.8260869383811951,0.07421875
0,0,2.648594379425049,0.3947368562221527,0.05859375
1,1,2.193023204803467,0.7575757503509521,0.09765625
0,0,2.4743504524230957,0.5555555820465088,0.1171875
1,1,2.118800640106201,0.7142857313156128,0.1171875
0,0,2.3861942291259766,0.5925925970077515,0.125
1,1,2.003610849380493,0.7599999904632568,0.1484375
0,0,2.4345996379852295,0.5128205418586731,0.078125
1,1,2.0599777698516846,0.7352941036224365,0.09765625
0,0,2.1450400352478027,0.5555555820465088,0.13671875
1,1,1.7960824966430664,0.8095238208770752,0.19921875
0,0,2.4298458099365234,0.5813953280448914,0.09765625
1,1,2.109065055847168,0.7586206793785095,0.0859375
0,0,2.315347909927368,0.5555555820465088,0.1171875
1,1,1.9793165922164917,0.8444444537162781,0.1484375
0,0,2.212601661682129,0.5192307829856873,0.10546875
1,1,1.853150486946106,0.8297872543334961,0.15234375
0,0,2.02665638923645,0.5593220591545105,0.12890625
1,1,1.6891759634017944,0.7611940503120422,0.19921875
