,Epoch Num,Loss Score,Precision,Recall
0,0,3.406492233276367,0.0,0.0
1,1,2.8272764682769775,0.5833333134651184,0.0546875
0,0,3.1058759689331055,0.5333333611488342,0.03125
1,1,2.77455735206604,0.6000000238418579,0.01171875
0,0,2.896956443786621,0.380952388048172,0.0625
1,1,2.5047879219055176,0.6875,0.04296875
0,0,2.484743595123291,0.5609756112098694,0.08984375
1,1,2.0759127140045166,0.8545454740524292,0.18359375
0,0,2.4014062881469727,0.5,0.07421875
1,1,1.976821780204773,0.7115384340286255,0.14453125
0,0,2.5062766075134277,0.4000000059604645,0.09375
1,1,2.1701478958129883,0.699999988079071,0.08203125
0,0,2.369330406188965,0.5416666865348816,0.1015625
1,1,2.08602237701416,0.7096773982048035,0.0859375
0,0,2.2935383319854736,0.59375,0.07421875
1,1,1.9974545240402222,0.7297297120094299,0.10546875
0,0,2.198350191116333,0.5283018946647644,0.109375
1,1,1.8322503566741943,0.7884615659713745,0.16015625
0,0,2.1952996253967285,0.42592594027519226,0.08984375
1,1,1.7780826091766357,0.8301886916160583,0.171875
0,0,2.181901693344116,0.6440678238868713,0.1484375
1,1,1.781051754951477,0.8653846383094788,0.17578125
0,0,2.0802788734436035,0.6623376607894897,0.19921875
1,1,1.6682207584381104,0.6800000071525574,0.19921875
0,0,2.1315834522247314,0.5573770403862,0.1328125
1,1,1.7265323400497437,0.8088235259056091,0.21484375
0,0,1.8348846435546875,0.7088607549667358,0.21875
1,1,1.5285837650299072,0.835616409778595,0.23828125
0,0,2.0521769523620605,0.6351351141929626,0.18359375
1,1,1.6759850978851318,0.8333333134651184,0.21484375
0,0,1.8442314863204956,0.6499999761581421,0.203125
1,1,1.4290318489074707,0.7727272510528564,0.265625
0,0,1.8176382780075073,0.6363636255264282,0.21875
1,1,1.510990858078003,0.8101266026496887,0.25
0,0,1.810304880142212,0.6351351141929626,0.18359375
1,1,1.5060627460479736,0.7882353067398071,0.26171875
0,0,1.910677433013916,0.662162184715271,0.19140625
1,1,1.5272412300109863,0.7682926654815674,0.24609375
0,0,1.6998270750045776,0.6930692791938782,0.2734375
1,1,1.3159878253936768,0.7706422209739685,0.328125
0,0,1.7060704231262207,0.6960784196853638,0.27734375
1,1,1.2887513637542725,0.8861788511276245,0.42578125
0,0,1.59514319896698,0.6833333373069763,0.3203125
1,1,1.1850826740264893,0.8482142686843872,0.37109375
0,0,1.712965965270996,0.6145833134651184,0.23046875
1,1,1.3305118083953857,0.855555534362793,0.30078125
0,0,1.602905035018921,0.6341463327407837,0.3046875
1,1,1.2601886987686157,0.811965823173523,0.37109375
0,0,1.5335328578948975,0.6722689270973206,0.3125
1,1,1.1696583032608032,0.8244274854660034,0.421875
0,0,1.611218810081482,0.6796875,0.33984375
1,1,1.3513342142105103,0.8282828330993652,0.3203125
0,0,1.5351626873016357,0.7636363506317139,0.328125
1,1,1.221742868423462,0.9067796468734741,0.41796875
0,0,1.5372109413146973,0.6944444179534912,0.390625
1,1,1.1100175380706787,0.8740741014480591,0.4609375
0,0,1.4469211101531982,0.761904776096344,0.4375
1,1,1.0575381517410278,0.9057971239089966,0.48828125
0,0,1.446389079093933,0.694656491279602,0.35546875
1,1,1.093474268913269,0.9097744226455688,0.47265625
0,0,1.6833388805389404,0.689393937587738,0.35546875
1,1,1.2508349418640137,0.8062015771865845,0.40625
0,0,1.3227458000183105,0.7575757503509521,0.390625
1,1,1.0424450635910034,0.8707482814788818,0.5
