,Epoch Num,Loss Score,Precision,Recall
0,0,3.150978565,1,0.00390625
1,1,2.482959509,0.644444466,0.11328125
0,0,2.524246931,0.653061211,0.125
1,1,1.87529099,0.866666675,0.203125
0,0,2.119982004,0.733333349,0.2578125
1,1,1.556195736,0.879120886,0.3125
0,0,1.980892181,0.666666687,0.25
1,1,1.441118002,0.831460655,0.2890625
0,0,1.635912776,0.748031497,0.37109375
1,1,1.081091642,0.841726601,0.45703125
0,0,1.399174213,0.77922076,0.46875
1,1,0.933928192,0.897435904,0.546875
0,0,1.158256531,0.825136602,0.58984375
1,1,0.752378941,0.895027637,0.6328125
0,0,1.076378822,0.796703279,0.56640625
1,1,0.695334315,0.909574449,0.66796875
0,0,0.773834944,0.835748792,0.67578125
1,1,0.564459085,0.900473952,0.7421875
0,0,0.76960808,0.858490586,0.7109375
1,1,0.492476702,0.937799037,0.765625
0,0,0.615787387,0.849557519,0.75
1,1,0.441060752,0.882608712,0.79296875
0,0,0.960410297,0.827272713,0.716535449
1,1,0.539946556,0.949999988,0.748031497
0,0,0.587847173,0.914285719,0.75
1,1,0.324824274,0.931034505,0.84375
0,0,0.651912212,0.876068354,0.80078125
1,1,0.33522287,0.939655185,0.8515625
0,0,0.510894775,0.899999976,0.84375
1,1,0.276670873,0.962343097,0.8984375
0,0,0.497497141,0.879828334,0.80078125
1,1,0.299362957,0.934156358,0.88671875
0,0,0.529718637,0.884955764,0.78125
1,1,0.342511952,0.921052635,0.8203125
0,0,0.384471327,0.888888896,0.84375
1,1,0.210151538,0.947154462,0.91015625
0,0,0.38157922,0.910204053,0.87109375
1,1,0.257496953,0.938775539,0.8984375
0,0,0.416036516,0.877551019,0.83984375
1,1,0.296561331,0.916666687,0.859375
0,0,0.390257478,0.90322578,0.875
1,1,0.215338692,0.951417029,0.91796875
0,0,0.344771802,0.906882584,0.875
1,1,0.159720063,0.967479646,0.9296875
0,0,0.358813852,0.893004119,0.84765625
1,1,0.218479991,0.951219499,0.9140625
0,0,0.340411037,0.88983053,0.826771677
1,1,0.181035444,0.983333349,0.929133832
