Loss Score,Precision,Recall
3.4928317070007324,0.0,0.0
2.9885807037353516,0.5714285969734192,0.015625
3.105405807495117,0.4000000059604645,0.03125
2.6201162338256836,0.5,0.0546875
2.701206922531128,0.5652173757553101,0.05078125
2.2038025856018066,0.6666666865348816,0.1015625
2.8072102069854736,0.4390243887901306,0.0703125
2.3621978759765625,0.8461538553237915,0.04296875
2.5879926681518555,0.5609756112098694,0.08984375
2.249387264251709,0.7058823704719543,0.046875
2.303889513015747,0.5319148898124695,0.09765625
1.9260026216506958,0.795918345451355,0.15234375
2.3150248527526855,0.5609756112098694,0.08984375
1.9888458251953125,0.824999988079071,0.12890625
2.326742649078369,0.5,0.0859375
1.9697356224060059,0.9333333373069763,0.109375
2.1693198680877686,0.5588235259056091,0.1484375
1.8522791862487793,0.8611111044883728,0.12109375
2.062286376953125,0.5849056839942932,0.12109375
1.69956374168396,0.8518518805503845,0.1796875
2.282258987426758,0.49152541160583496,0.11328125
1.864896297454834,0.8620689511299133,0.09765625
1.8765326738357544,0.7068965435028076,0.16015625
1.596297264099121,0.8205128312110901,0.25
1.8241679668426514,0.725806474685669,0.17578125
1.5416946411132812,0.8656716346740723,0.2265625
1.6744440793991089,0.7108433842658997,0.23046875
1.3607162237167358,0.8658536672592163,0.27734375
1.6982547044754028,0.6700000166893005,0.26171875
1.356306552886963,0.9220778942108154,0.27734375
1.8051409721374512,0.7307692170143127,0.22265625
1.4499738216400146,0.8674699068069458,0.28125
1.7500011920928955,0.6804123520851135,0.2578125
1.4292635917663574,0.8901098966598511,0.31640625
1.6956822872161865,0.7291666865348816,0.2734375
1.3484359979629517,0.8613861203193665,0.33984375
1.6605699062347412,0.7216494679450989,0.2734375
1.3865208625793457,0.8723404407501221,0.3203125
1.6148262023925781,0.6700000166893005,0.26171875
1.3166812658309937,0.8365384340286255,0.33984375
1.6541014909744263,0.6964285969734192,0.3046875
1.346332311630249,0.8333333134651184,0.37109375
1.5731844902038574,0.6990291476249695,0.28125
1.2597756385803223,0.9017857313156128,0.39453125
1.4411840438842773,0.7881355881690979,0.36328125
1.1375492811203003,0.8571428656578064,0.4453125
1.5252363681793213,0.6896551847457886,0.3125
1.1904277801513672,0.8495575189590454,0.375
1.4380309581756592,0.7747747898101807,0.3359375
1.1349481344223022,0.9075630307197571,0.421875
1.4375972747802734,0.7317073345184326,0.3515625
1.0741795301437378,0.8384615182876587,0.42578125
1.5433752536773682,0.6935483813285828,0.3359375
1.1524548530578613,0.8057553768157959,0.4375
1.3596781492233276,0.7829457521438599,0.39453125
1.084406852722168,0.9230769276618958,0.421875
1.278337001800537,0.7692307829856873,0.4296875
0.9761799573898315,0.8705036044120789,0.47265625
1.485782265663147,0.7234042286872864,0.3984375
1.0669732093811035,0.8721804618835449,0.453125
1.1771528720855713,0.7638888955116272,0.4296875
0.8802162408828735,0.8866666555404663,0.51953125
1.235271692276001,0.7379310131072998,0.41796875
0.9180837273597717,0.8571428656578064,0.515625
1.3181921243667603,0.7191780805587769,0.41015625
1.0340213775634766,0.8441558480262756,0.5078125
1.237717866897583,0.7612903118133545,0.4609375
0.9797340035438538,0.8814814686775208,0.46484375
1.0533733367919922,0.7960526347160339,0.47265625
0.8032411336898804,0.8934911489486694,0.58984375
1.1735814809799194,0.7621951103210449,0.48828125
0.8274335861206055,0.8728323578834534,0.58984375
1.3021960258483887,0.7911392450332642,0.48828125
0.9428990483283997,0.8933333158493042,0.5234375
1.3272302150726318,0.715976357460022,0.47265625
1.0279521942138672,0.850931704044342,0.53515625
1.0999679565429688,0.782608687877655,0.4921875
0.8854710459709167,0.8641975522041321,0.546875
1.0815916061401367,0.7514124512672424,0.51953125
0.8375540971755981,0.8514285683631897,0.58203125
1.0959408283233643,0.7840909361839294,0.5390625
0.7928374409675598,0.8982036113739014,0.5859375
1.122458577156067,0.7803468108177185,0.52734375
0.8369418382644653,0.8920454382896423,0.61328125
1.0658067464828491,0.7760416865348816,0.58203125
0.7609716653823853,0.9117646813392639,0.60546875
1.053479790687561,0.8313252925872803,0.5390625
0.7793694138526917,0.907608687877655,0.65234375
1.1378389596939087,0.790960431098938,0.546875
0.7964557409286499,0.8894736766815186,0.66015625
1.1485182046890259,0.7541899681091309,0.52734375
0.8280459642410278,0.8659217953681946,0.60546875
1.0652083158493042,0.7882353067398071,0.5234375
0.779952883720398,0.8777777552604675,0.6171875
0.9373114705085754,0.7814207673072815,0.55859375
0.6634948253631592,0.8799999952316284,0.6875
1.0443648099899292,0.8092783689498901,0.61328125
0.694156289100647,0.8949999809265137,0.69921875
1.0049386024475098,0.800000011920929,0.5625
0.70257568359375,0.8994413614273071,0.62890625
0.8849993944168091,0.8388888835906982,0.58984375
0.633829653263092,0.9285714030265808,0.7109375
0.9747005701065063,0.8177083134651184,0.61328125
0.7231714725494385,0.8808290362358093,0.6640625
1.0113340616226196,0.779411792755127,0.62109375
0.6887349486351013,0.8894736766815186,0.66015625
1.221679449081421,0.7386363744735718,0.5078125
0.842694878578186,0.8666666746139526,0.609375
0.9951807260513306,0.8010203838348389,0.61328125
0.6880210638046265,0.8805969953536987,0.69140625
0.9727911353111267,0.8105263113975525,0.6015625
0.7075516581535339,0.9322916865348816,0.69921875
0.8235601186752319,0.8263157606124878,0.61328125
0.6060799360275269,0.909547746181488,0.70703125
0.9692172408103943,0.7967914342880249,0.58203125
0.6795278787612915,0.909547746181488,0.70703125
0.8988335728645325,0.800000011920929,0.6593406796455383
0.7027437090873718,0.8701298832893372,0.7362637519836426
0.8089244365692139,0.824999988079071,0.64453125
0.5266808867454529,0.9285714030265808,0.76171875
0.8094267249107361,0.8113207817077637,0.671875
0.4539242088794708,0.9571428298950195,0.78515625
0.7864707112312317,0.8130841255187988,0.6796875
0.5546681880950928,0.8999999761581421,0.73828125
0.9453113079071045,0.7692307829856873,0.625
0.6135265827178955,0.9175257682800293,0.6953125
0.7277442216873169,0.8543689250946045,0.6875
0.47028014063835144,0.9414634108543396,0.75390625
0.861900806427002,0.8106796145439148,0.65234375
0.4961216449737549,0.9336493015289307,0.76953125
0.5828902125358582,0.8571428656578064,0.7265625
0.36632177233695984,0.9380530714988708,0.828125
0.8102177977561951,0.8198198080062866,0.7109375
0.4716101288795471,0.9032257795333862,0.765625
0.9960009455680847,0.7803738117218018,0.65234375
0.5923947095870972,0.9261083602905273,0.734375
0.687868058681488,0.8509615659713745,0.69140625
0.48311346769332886,0.9209302067756653,0.7734375
0.8691055774688721,0.7857142686843872,0.64453125
0.5922306776046753,0.9090909361839294,0.703125
0.9095730185508728,0.8269230723381042,0.671875
0.5724546313285828,0.8853210806846619,0.75390625
0.7069417238235474,0.8279069662094116,0.6953125
0.43787118792533875,0.902222216129303,0.79296875
0.8838512897491455,0.7962085604667664,0.65625
0.6572350859642029,0.8894230723381042,0.72265625
0.6963886618614197,0.8373205661773682,0.68359375
0.43619662523269653,0.9054054021835327,0.78515625
0.5953165888786316,0.8663594722747803,0.734375
0.3725445568561554,0.9350649118423462,0.84375
0.6323161125183105,0.8141592741012573,0.71875
0.34467804431915283,0.9313304424285889,0.84765625
0.6482313871383667,0.8622221946716309,0.7578125
0.372747004032135,0.9353448152542114,0.84765625
0.7149642705917358,0.8311111330986023,0.73046875
0.4474031627178192,0.922374427318573,0.7890625
0.7308292984962463,0.8243243098258972,0.71484375
0.45120736956596375,0.9051724076271057,0.8203125
0.7021223902702332,0.8289473652839661,0.73828125
0.4642590284347534,0.8991228342056274,0.80078125
0.6106009483337402,0.8409090638160706,0.72265625
0.404148668050766,0.9122806787490845,0.8125
0.7363824844360352,0.8136363625526428,0.69921875
0.46311163902282715,0.90625,0.79296875
0.6843771934509277,0.8423423171043396,0.73046875
0.4195109009742737,0.9130434989929199,0.8203125
0.7517310380935669,0.792792797088623,0.6875
0.4713743031024933,0.9124423861503601,0.7734375
0.7524224519729614,0.853881299495697,0.73046875
0.4402974247932434,0.8917748928070068,0.8046875
0.7049537897109985,0.8157894611358643,0.7265625
0.4342193901538849,0.9196428656578064,0.8046875
0.7799308896064758,0.7937219738960266,0.69140625
0.46519535779953003,0.9004524946212769,0.77734375
0.5613383650779724,0.8672566413879395,0.765625
0.3540247678756714,0.9388646483421326,0.83984375
0.6928482055664062,0.8488888740539551,0.74609375
0.4346271753311157,0.9316239356994629,0.8515625
0.5800206065177917,0.886956512928009,0.796875
0.33295270800590515,0.9535865187644958,0.8828125
0.6480693817138672,0.8484848737716675,0.765625
0.3411712646484375,0.9491525292396545,0.875
0.6490491032600403,0.8340425491333008,0.765625
0.3280598819255829,0.9563318490982056,0.85546875
0.6728596091270447,0.8412017226219177,0.765625
0.37356871366500854,0.9301310181617737,0.83203125
0.644568920135498,0.8520179390907288,0.7421875
0.35241562128067017,0.9429824352264404,0.83984375
0.5558820366859436,0.8815789222717285,0.78515625
0.3171183466911316,0.9322034120559692,0.859375
0.7816376686096191,0.8583691120147705,0.78125
0.3863406777381897,0.939130425453186,0.84375
0.700945258140564,0.8194444179534912,0.69140625
0.4312877953052521,0.9213973879814148,0.82421875
0.5814223289489746,0.8427947759628296,0.75390625
0.35093262791633606,0.9163179993629456,0.85546875
0.6854954361915588,0.813043475151062,0.73046875
0.42176681756973267,0.9203540086746216,0.8125
0.6647688746452332,0.8604651093482971,0.72265625
0.3962447941303253,0.9469026327133179,0.8359375
0.6422256827354431,0.8451327681541443,0.74609375
0.33350902795791626,0.9327731132507324,0.8671875
0.6218018531799316,0.8663793206214905,0.78515625
0.3098243474960327,0.9265305995941162,0.88671875
0.5301150679588318,0.8620689511299133,0.78125
0.29949963092803955,0.9703390002250671,0.89453125
0.5583927035331726,0.8831169009208679,0.796875
0.37055984139442444,0.9513274431228638,0.83984375
0.5442371368408203,0.8744588494300842,0.7890625
