3.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,95.9,0.6,0.0,0.0,0.0,0.1,0.0,2.7,0.7,0.0,0.0,0.1,0.6,0.1,0.0,0.3,0.0,0.2,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.1,2.7,0.7,0.0,0.0
0.0,0.2,0.0,0.5,92.6,0.0,0.3,0.0,2.1,0.0,1.2,0.6,0.0,0.1,0.4,0.1,0.0,0.0,0.8,0.0,0.3,0.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.3,0.8,0.2,0.3,0.7,0.0,0.0,0.0
0.5,0.0,0.0,0.3,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,67.0,0.0,0.4,0.0,0.3,1.1,0.0,0.0,4.6,0.8,0.0,0.0,3.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.1,0.2,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.0,0.7,1.0,0.0,0.1,0.0,83.4,0.2,0.2,0.8,0.0,0.7,0.4,0.3,0.1,0.0,0.4,0.0,0.0,1.4,0.0,1.6,0.0,0.4,0.1,0.0,0.5,0.1,0.2,0.0,0.4,0.6,0.1,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
