Fullpath,Target Int,Target Str
C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.A5.05.pianissimo.normal.wav,23,SAXOPHONE
C:\Users\Landon\Documents\audioWAV2\TUBA.Fs2.1.pianissimo.normal.wav,31,TUBA
C:\Users\Landon\Documents\audioWAV1\Tuba.B2.L.wav,31,TUBA
C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.Ab4.R.wav,32,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV2\CLARINET.Ds6.05.pianissimo.normal.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV2\VIOLIN.B5.1.pianissimo.arconormal.wav,34,VIOLIN
C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.Fs2.025.pianissimo.normal.wav,4,BASSCLARINET
C:\Users\Landon\Documents\audioWAV2\TUBA.Cs4.15.mezzopiano.normal.wav,31,TUBA
C:\Users\Landon\Documents\audioWAV2\CELLO.Cs6.1.mezzoforte.arcoharmonic.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Fs5.verylong.crescdecresc.normal.wav,23,SAXOPHONE
C:\Users\Landon\Documents\audioWAV1\bells.plastic.D6.R.wav,9,BELLS
C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.D3.verylong.mezzopiano.harmonic.wav,4,BASSCLARINET
C:\Users\Landon\Documents\audioWAV2\OBOE.A4.05.fortissimo.normal.wav,21,OBOE
C:\Users\Landon\Documents\audioWAV2\FLUTE.D5.1.piano.normal.wav,15,FLUTE
C:\Users\Landon\Documents\audioWAV2\CLARINET.Gs6.05.piano.normal.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV2\FLUTE.A6.025.pianissimo.normal.wav,15,FLUTE
C:\Users\Landon\Documents\audioWAV2\CLARINET.D5.verylong.piano.normal.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.F5.025.pianissimo.normal.wav,14,ENGLISHHORN
C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.B4.05.forte.normal.wav,23,SAXOPHONE
C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.D1.1.piano.normal.wav,11,CONTRABASSOON
C:\Users\Landon\Documents\audioWAV2\FLUTE.C6.long.mezzoforte.majortrill.wav,15,FLUTE
C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.C3.025.mezzoforte.normal.wav,18,HORN
C:\Users\Landon\Documents\audioNoiseWAV\WhiteNoise.150.wav,35,WHITENOISE
C:\Users\Landon\Documents\audioWAV2\FLUTE.C7.05.piano.normal.wav,15,FLUTE
C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.A4.1.mezzopiano.normal.wav,14,ENGLISHHORN
C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.G3.05.piano.normal.wav,11,CONTRABASSOON
C:\Users\Landon\Documents\audioWAV2\OBOE.Fs4.1.forte.normal.wav,21,OBOE
C:\Users\Landon\Documents\audioWAV1\Vibraphone.dampen.C5.L.wav,32,VIBRAPHONE
C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.Fs3.025.fortissimo.normal.wav,14,ENGLISHHORN
C:\Users\Landon\Documents\audioWAV2\VIOLIN.Cs4.15.fortissimo.arconormal.wav,34,VIOLIN
C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulG.Bb4.L.wav,34,VIOLIN
C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Fs1.025.moltopianissimo.arconormal.wav,3,BASS
C:\Users\Landon\Documents\audioWAV2\FLUTE.F6.1.forte.normal.wav,15,FLUTE
C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.F5.1.forte.normal.wav,14,ENGLISHHORN
C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.E1.phrase.forte.consord.wav,3,BASS
C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.G1.1.mezzoforte.normal.wav,11,CONTRABASSOON
C:\Users\Landon\Documents\audioWAV2\OBOE.As4.1.piano.normal.wav,21,OBOE
C:\Users\Landon\Documents\audioWAV2\CLARINET.A6.05.forte.normal.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV1\EbClarinet.Bb3.R.wav,13,EBCLARINET
C:\Users\Landon\Documents\audioWAV2\CLARINET.Fs3.05.fortissimo.normal.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV2\VIOLIN.Cs7.1.forte.arconormal.wav,34,VIOLIN
C:\Users\Landon\Documents\audioWAV2\OBOE.F4.15.fortissimo.normal.wav,21,OBOE
C:\Users\Landon\Documents\audioWAV2\CLARINET.F5.15.fortissimo.normal.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.B1.025.piano.normal.wav,11,CONTRABASSOON
C:\Users\Landon\Documents\audioWAV2\VIOLIN.A6.1.piano.arcosultasto.wav,34,VIOLIN
C:\Users\Landon\Documents\audioWAV2\OBOE.Ds6.1.mezzoforte.normal.wav,21,OBOE
C:\Users\Landon\Documents\audioWAV1\AltoSax.vib.Ab3.R.wav,1,ALTOSAX
C:\Users\Landon\Documents\audioWAV2\VIOLA.G6.1.piano.arconormal.wav,33,VIOLA
C:\Users\Landon\Documents\audioWAV2\VIOLIN.Cs5.025.piano.arconormal.wav,34,VIOLIN
C:\Users\Landon\Documents\audioWAV2\CLARINET.C4.15.forte.normal.wav,8,BBCLARINET
C:\Users\Landon\Documents\audioWAV1\bells.plastic.D7.L.wav,9,BELLS
C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.B2.15.fortissimo.normal.wav,18,HORN
C:\Users\Landon\Documents\audioWAV2\VIOLA.E5.1.piano.arconormal.wav,33,VIOLA
C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.F1.025.mezzoforte.normal.wav,11,CONTRABASSOON
C:\Users\Landon\Documents\audioWAV2\CELLO.D4.1.mezzopiano.arconormal.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\SopSax.nonvib.E6.L.wav,25,SOPSAX
C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.F3.05.mezzoforte.normal.wav,11,CONTRABASSOON
C:\Users\Landon\Documents\audioWAV2\CELLO.A2.025.mezzoforte.arcocollegnobattuto.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulE.G2.R.wav,3,BASS
C:\Users\Landon\Documents\audioWAV2\TUBA.Fs1.025.pianissimo.normal.wav,31,TUBA
C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulA.Db5.R.wav,10,CELLO
C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulA.B5.R.wav,34,VIOLIN
