0,0.108547406,0.169966549,0.441319054,216,205,176,131,2.87E-10,2
1,0.108547406,0.169966549,0.441319054,216,205,176,131,2.87E-10,2
2,0.105429419,0.512574362,0.490025197,218,213,184,138,1.50E-09,2
3,0.105429419,0.512574362,0.490025197,218,213,184,138,1.50E-09,2
4,0.117654568,0.709485929,0.425772195,192,152,123,99,1.76E-09,2
5,0.117654568,0.709485929,0.425772195,192,152,123,99,1.76E-09,2
6,0.300974783,0.166908498,0.351850535,232,215,185,134,-7.55E-10,2
7,0.300974783,0.166908498,0.351850535,232,215,185,134,-7.55E-10,2
8,0.068617223,0.61182853,0.612040586,210,197,179,161,8.17E-10,2
9,0.068617223,0.61182853,0.612040586,210,197,179,161,8.17E-10,2
10,0.351460434,0.334465264,0.445012265,212,192,155,100,3.47E-09,2
11,0.351460434,0.334465264,0.445012265,212,192,155,100,3.47E-09,2
12,0.134244026,0.399641041,0.366619329,229,218,188,136,-3.43E-10,2
13,0.134244026,0.399641041,0.366619329,229,218,188,136,-3.43E-10,2
14,0.044394771,0.26825669,0.596657999,227,220,202,175,6.43E-10,2
15,0.044394771,0.26825669,0.596657999,227,220,202,175,6.43E-10,2
16,0.247018835,0.319563191,0.520711913,214,203,172,148,1.11E-11,2
17,0.247018835,0.319563191,0.520711913,214,203,172,148,1.11E-11,2
18,0.268883949,0.530826968,0.248370932,210,180,162,110,7.95E-09,2
19,0.268883949,0.530826968,0.248370932,210,180,162,110,7.95E-09,2
20,0.22886949,0.457047121,0.523651717,245,229,214,167,1.58E-09,2
21,0.22886949,0.457047121,0.523651717,245,229,214,167,1.58E-09,2
22,0.187142822,0.227452797,0.530824371,197,187,156,118,1.63E-09,2
23,0.187142822,0.227452797,0.530824371,197,187,156,118,1.63E-09,2
24,0.559977478,0.260676316,0.501292228,230,220,196,166,8.82E-09,2
25,0.559977478,0.260676316,0.501292228,230,220,196,166,8.82E-09,2
26,0.051963032,0.361030298,0.515950224,226,188,172,149,1.84E-09,2
27,0.051963032,0.361030298,0.515950224,226,188,172,149,1.84E-09,2
28,0.3862259,0.158214157,0.438821531,198,181,144,111,2.64E-09,2
29,0.3862259,0.158214157,0.438821531,198,181,144,111,2.64E-09,2
30,0.520029858,0.304911962,0.453176546,214,202,177,140,5.68E-10,2
31,0.520029858,0.304911962,0.453176546,214,202,177,140,5.68E-10,2
32,0.105820773,0.719986062,0.338453395,214,200,172,133,3.81E-10,2
33,0.105820773,0.719986062,0.338453395,214,200,172,133,3.81E-10,2
34,0.375234676,0.137791904,0.324356631,163,145,107,70,4.49E-10,2
35,0.375234676,0.137791904,0.324356631,163,145,107,70,4.49E-10,2
36,0.350518743,0.44749716,0.242097319,200,179,135,97,6.59E-10,2
37,0.350518743,0.44749716,0.242097319,200,179,135,97,6.59E-10,2
38,0.292356647,0.288994235,0.442294031,219,206,182,127,2.81E-09,2
39,0.292356647,0.288994235,0.442294031,219,206,182,127,2.81E-09,2
40,0.44476583,0.194059778,0.442502827,186,165,129,100,2.69E-09,2
41,0.44476583,0.194059778,0.442502827,186,165,129,100,2.69E-09,2
42,0.093253995,0.48081831,0.594455013,235,224,201,181,4.67E-09,2
43,0.093253995,0.48081831,0.594455013,235,224,201,181,4.67E-09,2
44,0.043124825,0.314848377,0.414002194,205,184,175,156,5.73E-09,2
45,0.043124825,0.314848377,0.414002194,205,184,175,156,5.73E-09,2
46,0.457395805,0.301890325,0.469358235,236,221,201,163,1.03E-09,2
47,0.457395805,0.301890325,0.469358235,236,221,201,163,1.03E-09,2
48,0.022568907,0.643132835,0.478429412,218,211,199,166,8.01E-10,2
49,0.022568907,0.643132835,0.478429412,218,211,199,166,8.01E-10,2
50,0.390924376,0.420706505,0.443233373,197,192,159,92,-3.06E-10,2
51,0.390924376,0.420706505,0.443233373,197,192,159,92,-3.06E-10,2
52,0.362808983,0.489075198,0.508736295,239,223,203,177,1.64E-09,2
53,0.362808983,0.489075198,0.508736295,239,223,203,177,1.64E-09,2
54,0.113460934,0.193118144,0.546965822,228,203,165,150,7.03E-09,2
55,0.113460934,0.193118144,0.546965822,228,203,165,150,7.03E-09,2
56,0.490128606,0.342848453,0.382970557,203,180,131,85,-1.38E-09,2
57,0.490128606,0.342848453,0.382970557,203,180,131,85,-1.38E-09,2
58,0.398983555,0.210571689,0.367392543,150,134,113,91,2.09E-09,2
59,0.398983555,0.210571689,0.367392543,150,134,113,91,2.09E-09,2
60,0.341728161,0.358362167,0.46605811,196,188,166,142,4.41E-09,2
61,0.341728161,0.358362167,0.46605811,196,188,166,142,4.41E-09,2
62,0.593550004,0.209647246,0.41210548,193,180,140,113,3.79E-09,2
63,0.593550004,0.209647246,0.41210548,193,180,140,113,3.79E-09,2
64,0.264168581,0.088682058,0.512391046,208,205,197,159,7.38E-10,2
65,0.264168581,0.088682058,0.512391046,208,205,197,159,7.38E-10,2
66,0.623398591,0.218214464,0.31074817,237,225,185,141,5.77E-10,2
67,0.623398591,0.218214464,0.31074817,237,225,185,141,5.77E-10,2
68,0.451708048,0.10671043,0.498887416,223,217,191,136,2.87E-09,2
69,0.451708048,0.10671043,0.498887416,223,217,191,136,2.87E-09,2
70,0.642635017,0.079791224,0.387384026,176,127,106,84,4.86E-10,2
71,0.642635017,0.079791224,0.387384026,176,127,106,84,4.86E-10,2
72,0.00701942,0.265772136,0.683150364,184,182,173,169,1.41E-10,2
